// KnownProperties.csv
//
//-------------------------------------------------------------------------------
//
// Description of how to configure properties.
//
// EwsEditor 1.18 and later has the ability to pull in a list of extended properties using a CSV file such as this one.  This list
// can be pulled in from where the view is defined on the main window.  Its also used by the Calendar Search window in order to export
// specified properties.
//
//  EwsEditor will read in a csv file such as this in order to import extended properties.  The form for this CSV is not conventional as
//  it allows blank lines and comments (lines starting with "//".  Lines starting with a two forward slashes (//) or are blank are ignored.
// The first non-ignored line needs to be the header
// Columns:
//		DescPropertyName:
//			This will be used as the description of the data.  This is the user readable value.

//		ProbablePropertyName:
//				This is the name of the property or what you think it is.  This is informational only.

//		PropertySetId:
//			This is the property set guid. You can use Property set names such as PSETID_Meeting - EWS will swap it for 
//			the GUID at run time. If you don't need the GUID for the property then just enter "" for the value.
//
//				Area Name			Property Set Name			GUID
//				Common				PS_PUBLIC_STRINGS	 		00020329-0000-0000-C000-000000000046 
//				Common				PSETID_Common				00062008-0000-0000-C000-000000000046
//				Contact				PSETID_Address				00062004-0000-0000-C000-000000000046
//				Email				PS_INTERNET_HEADERS			00020386-0000-0000-C000-000000000046
//
//				Calendar			PSETID_Appointment			00062002-0000-0000-C000-000000000046
//				Calendar			PSETID_Meeting				6ED8DA90-450B-101B-98DA-00AA003F1305
//				Journal				PSETID_Log					0006200A-0000-0000-C000-000000000046
//				Messaging			PSETID_Messaging			41F28F13-83F4-4114-A584-EEDB5A6B0BFF
//
//				Sticky note			PSETID_Note					0006200E-0000-0000-C000-000000000046
//				RSS feed			PSETID_PostRss				00062041-0000-0000-C000-000000000046
//				Task				PSETID_Task					00062003-0000-0000-C000-000000000046
//				Unified messaging	PSETID_UnifiedMessaging		4442858E-A9E3-4E80-B900-317A210CC15B 
//
//				Common				PS_MAPI						00020328-0000-0000-C000-000000000046
//				Sync				PSETID_AirSync				71035549-0739-4DCB-9163-00F0580DBBDF
//				Sharing				PSETID_Sharing				00062040-0000-0000-C000-000000000046
//				Extracted entities	PSETID_XmlExtractedEntities	23239608-685D-4732-9C55-4C95CB4E8E33 
//
//				Calendar Assistant?	PSETID_CalendarAssistant	11000E07-B51B-40D6-AF21-CAA85EDAB1D0
//
//		PropertyType:
//		 	 	
//				SystemTime	SysTimeArray	 	
//				String		StringArray	 	
//				Integer		IntegerArray
//				Long		LongArray	
//				Boolean			 		
//				Binary,		BinaryArray
//				Short,		ShortArray
//				Float,		FloatArray		
//
//		PropertyId:
//				If you prefix a property id with "0x" (upper or lower case) then the value is handled as a hex value.  
//				Without this prefix the value is treated as a decimal value if it is numeric.  If it is not prefixed
//              by "0x" and not an integer then its treated as a string.  A tag with the type included is not 
//              supported in EWS Editor yet - types and Id values need to be sepertate values.
//
//      When EWSEditor uses properties defined from this list to pull properties from items and add them to a CSV file, it will provde
//      the abliity to handle strings in different ways.  The best option for programatic comnsuption is to choose to have all strings
//      base 64 encoded.  You can select to have the string type data sanitized also - this will remove comma, CR and LF characters - 
//      this helps if you want to read the csv file content or load it into an applicaiton which cannot base 64 decode the content.
//		You can choose to have no actions to be taken on string type data, however this can lead to probelms when such content contains commas,
//      CR or LF character since the file is a CSV. Selecting None will caue it to take no actions on string data.
//      Array data such as a StringArray will have each instance of the item Base 64 encoded and seperated by a comma.  The final 
//      resulting string is base 64 encoded.
//     
//      When importing the data into Excel its best to open a new worksheet, click on the Data tab, click on the "From Text" icon then slelect
//      the csv file to import.  While importing you should select "Delimited on the first page of the wizard, have only the "Comma" check box
//      checked on the second page and "General" or "Text" on the last page.  You could open the CSV file from the File menu, however if you do this
//      you may find that Excel will break long lines.
// 
//-------------------------------------------------------------------------------
//
//  The list of properties below are the ones I have pulled from EWSEditor's code and elsewhere.
 	
 
"DescPropertyName",							"ProbablePropertyName",					"PropertySetId",			"PropertyId",		"PropertyType" 
PidLidOwnerName,    						PidLidOwnerName,    					PSETID_Appointment,							0x0000822E,    	String                    
//PidLidPercentComplete,    				PidLidPercentComplete,    				PSETID_Task,								0x00008102,    	ApplicationTime,                        
PidLidPKMDocSummaryInformation17,    		PidLidPKMDocSummaryInformation17,    	d5cdd502-2e9c-101b-9397-08002b2cf9ae,    	0x0011,    		Integer                    
PidLidPostalAddressId,						PidLidPostalAddressId,					PSETID_Address,								0x00008022,    Integer                    
PidLidPostRssChannel,						PidLidPostRssChannel,					00062041-0000-0000-C000-000000000046,		0x00008904,    String                    
PidLidPostRssChannelLink,					PidLidPostRssChannelLink,				00062041-0000-0000-C000-000000000046,		0x00008900,    String                    
PidLidPostRssItemGuid,						PidLidPostRssItemGuid,					00062041-0000-0000-C000-000000000046,		0x00008903,    String                    
PidLidPostRssItemHash,						PidLidPostRssItemHash,					00062041-0000-0000-C000-000000000046,		0x00008902,    Integer                    
PidLidPostRssItemLink,						PidLidPostRssItemLink,					00062041-0000-0000-C000-000000000046,		0x00008901,    String                    
PidLidPostRssItemXml,						PidLidPostRssItemXml,					00062041-0000-0000-C000-000000000046,		0x00008905,    String                    
PidLidPostRssSubscription,					PidLidPostRssSubscription,				00062041-0000-0000-C000-000000000046,		0x00008906,    String                    
PidLidPrivate,								PidLidPrivate,							PSETID_Common,								0x00008506,    Boolean                    
PidLidRecurrenceDuration,					PidLidRecurrenceDuration,				PSETID_Common,								0x0000100D,    Integer                    
PidLidRecurrencePattern,					PidLidRecurrencePattern,				PSETID_Appointment,							0x00008232,    String                    
PidLidRecurrenceType,						PidLidRecurrenceType,					PSETID_Appointment,							0x00008231,    Integer                    
PidLidRecurring,    						PidLidRecurring,						PSETID_Appointment,							 0x00008223,    Boolean                    
PidLidReferenceEntryId,						PidLidReferenceEntryId,					PSETID_Common,								0x000085BD,    Binary                    
PidLidReferredBy,							PidLidReferredBy,						PSETID_Address,								0x0000800E,    String                    
PidLidReminderDelta,						PidLidReminderDelta,					PSETID_Common,								0x00008501,    Integer                    
PidLidReminderFileParameter,				PidLidReminderFileParameter,			PSETID_Common,								0x0000851F,    String                    
PidLidReminderOverride,						PidLidReminderOverride,					PSETID_Common,								0x0000851C,    Boolean                    
PidLidReminderPlaySound,					PidLidReminderPlaySound,				PSETID_Common,								0x0000851E,    Boolean                    
PidLidReminderSet,							PidLidReminderSet,						PSETID_Common,								0x00008503,    Boolean                    
PidLidReminderSignalTime,					PidLidReminderSignalTime,				PSETID_Common,								0x00008560,    SystemTime                    
PidLidReminderTime,							PidLidReminderTime,						PSETID_Common,								0x00008502,    SystemTime                    
PidLidReminderTimeDate,						PidLidReminderTimeDate,					PSETID_Common,								0x00008505,    SystemTime                    
PidLidReminderTimeTime,						PidLidReminderTimeTime,					PSETID_Common,								0x00008504,    SystemTime                    
PidLidReminderType,							PidLidReminderType,						PSETID_Common,								0x0000851D,    Integer                    
PidLidRemoteStatus,							PidLidRemoteStatus,						PSETID_Common,								0x00008511,    Integer                    
PidLidRequiredAttendees,					PidLidRequiredAttendees,				PSETID_Meeting,								0x00000006,    String                    
PidLidResourceAttendees,					PidLidResourceAttendees,				PSETID_Meeting,								0x00000008,    String                    
// PidLidResponseStatus,					PidLidResponseStatus,					PSETID_Appointment,    						0x00008218,    Integer                    
PidLidSendMeetingAsIcal,					PidLidSendMeetingAsIcal,				PSETID_Appointment,							0x00008200,    Boolean                    
PidLidServerProcessed,						PidLidServerProcessed,					11000E07-B51B-40D6-AF21-CAA85EDAB1D0,		0x000085CC,    Boolean                    
PidLidServerProcessingActions,				PidLidServerProcessingActions,			11000E07-B51B-40D6-AF21-CAA85EDAB1D0,		0x000085CD,    Integer   
                 
//PidLidSharingAnonymity,    //PidLidSharingAnonymity,    PSETID_Sharing,    0x00008A19,    Integer                    
//PidLidSharingBindingEntryId,    //PidLidSharingBindingEntryId,    PSETID_Sharing,    0x00008A2D,    Binary                    
//PidLidSharingBrowseUrl,    //PidLidSharingBrowseUrl,    PSETID_Sharing,    0x00008A51,    String                    
//PidLidSharingCapabilities,    //PidLidSharingCapabilities,    PSETID_Sharing,    0x00008A17,    Integer                    
//PidLidSharingConfigurationUrl,    //PidLidSharingConfigurationUrl,    PSETID_Sharing,    0x00008A24,    String                    
//PidLidSharingDataRangeEnd,    //PidLidSharingDataRangeEnd,    PSETID_Sharing,    0x00008A45,    SystemTime                    
//PidLidSharingDataRangeStart,    //PidLidSharingDataRangeStart,    PSETID_Sharing,    0x00008A44,    SystemTime                    
//PidLidSharingDetail,    //PidLidSharingDetail,    PSETID_Sharing,    0x00008A2B,    Integer                    
//PidLidSharingExtensionXml,    //PidLidSharingExtensionXml,    PSETID_Sharing,    0x00008A21,    String                    
//PidLidSharingFilter,    //PidLidSharingFilter,    PSETID_Sharing,    0x00008A13,    Binary                    
//PidLidSharingFlags,    //PidLidSharingFlags,    PSETID_Sharing,    0x00008A0A,    Integer                    
//PidLidSharingFlavor,    //PidLidSharingFlavor,    PSETID_Sharing,    0x00008A18,    Integer                    
//PidLidSharingFolderEntryId,    //PidLidSharingFolderEntryId,    PSETID_Sharing,    0x00008A15,    Binary                    
//PidLidSharingIndexEntryId,    //PidLidSharingIndexEntryId,    PSETID_Sharing,    0x00008A2E,    Binary                    
//PidLidSharingInitiatorEntryId,    //PidLidSharingInitiatorEntryId,    PSETID_Sharing,    0x00008A09,    Binary                    
//PidLidSharingInitiatorName,    //PidLidSharingInitiatorName,    PSETID_Sharing,    0x00008A07,    String                    
//PidLidSharingInitiatorSmtp,    //PidLidSharingInitiatorSmtp,    PSETID_Sharing,    0x00008A08,    String                    
//PidLidSharingInstanceGuid,    //PidLidSharingInstanceGuid,    PSETID_Sharing,    0x00008A1C,    Binary                    
//PidLidSharingLastAutoSyncTime,    //PidLidSharingLastAutoSyncTime,    PSETID_Sharing,    0x00008A55,    SystemTime                    
//PidLidSharingLastSyncTime,    //PidLidSharingLastSyncTime,    PSETID_Sharing,    0x00008A1F,    SystemTime                    
//PidLidSharingLocalComment,    //PidLidSharingLocalComment,    PSETID_Sharing,    0x00008A4D,    String                    
//PidLidSharingLocalLastModificationTime,    //PidLidSharingLocalLastModificationTime,    PSETID_Sharing,    0x00008A23,    SystemTime                    
//PidLidSharingLocalName,    //PidLidSharingLocalName,    PSETID_Sharing,    0x00008A0F,    String                    
//PidLidSharingLocalPath,    //PidLidSharingLocalPath,    PSETID_Sharing,    0x00008A0E,    String                    
//PidLidSharingLocalStoreUid,    //PidLidSharingLocalStoreUid,    PSETID_Sharing,    0x00008A49,    String                    
//PidLidSharingLocalType,    //PidLidSharingLocalType,    PSETID_Sharing,    0x00008A14,    String                    
//PidLidSharingLocalUid,    //PidLidSharingLocalUid,    PSETID_Sharing,    0x00008A10,    String                    
//PidLidSharingOriginalMessageEntryId,    //PidLidSharingOriginalMessageEntryId,    PSETID_Sharing,    0x00008A29,    Binary                    
//PidLidSharingParentBindingEntryId,    //PidLidSharingParentBindingEntryId,    PSETID_Sharing,    0x00008A5C,    Binary                    
//PidLidSharingParticipants,    //PidLidSharingParticipants,    PSETID_Sharing,    0x00008A1E,    String                    
//PidLidSharingPermissions,    //PidLidSharingPermissions,    PSETID_Sharing,    0x00008A1B,    Integer                    
//PidLidSharingProviderExtension,    //PidLidSharingProviderExtension,    PSETID_Sharing,    0x00008A0B,    String                    
//PidLidSharingProviderGuid,		//PidLidSharingProviderGuid,    PSETID_Sharing,    0x00008A01,    Binary                    
//PidLidSharingProviderName,		//PidLidSharingProviderName,    PSETID_Sharing,    0x00008A02,    String                    
//PidLidSharingProviderUrl,		//PidLidSharingProviderUrl,    PSETID_Sharing,    0x00008A03,    String                    
//PidLidSharingRangeEnd,		//PidLidSharingRangeEnd,    PSETID_Sharing,    0x00008A47,    Integer                    
//PidLidSharingRangeStart,    //PidLidSharingRangeStart,    PSETID_Sharing,    0x00008A46,    Integer                    
//PidLidSharingReciprocation,    //PidLidSharingReciprocation,    PSETID_Sharing,    0x00008A1A,    Integer                    
//PidLidSharingRemoteByteSize,    //PidLidSharingRemoteByteSize,    PSETID_Sharing,    0x00008A4B,    Integer                    
//PidLidSharingRemoteComment,    //PidLidSharingRemoteComment,    PSETID_Sharing,    0x00008A2F,    String                    
//PidLidSharingRemoteCrc,    //PidLidSharingRemoteCrc,    PSETID_Sharing,    0x00008A4C,    Integer                    
//PidLidSharingRemoteLastModificationTime,    //PidLidSharingRemoteLastModificationTime,    PSETID_Sharing,    0x00008A22,    SystemTime                    
//PidLidSharingRemoteMessageCount,    //PidLidSharingRemoteMessageCount,    PSETID_Sharing,    0x00008A4F,    Integer                    
//PidLidSharingRemoteName,    //PidLidSharingRemoteName,    PSETID_Sharing,    0x00008A05,    String                    
//PidLidSharingRemotePass,    //PidLidSharingRemotePass,    PSETID_Sharing,    0x00008A0D,    String                    
//PidLidSharingRemotePath,    //PidLidSharingRemotePath,    PSETID_Sharing,    0x00008A04,    String                    
//PidLidSharingRemoteStoreUid,    //PidLidSharingRemoteStoreUid,    PSETID_Sharing,    0x00008A48,    String                    
//PidLidSharingRemoteType,    //PidLidSharingRemoteType,    PSETID_Sharing,    0x00008A1D,    String                    
//PidLidSharingRemoteUid,    //PidLidSharingRemoteUid,    PSETID_Sharing,    0x00008A06,    String                    
//PidLidSharingRemoteUser,    //PidLidSharingRemoteUser,    PSETID_Sharing,    0x00008A0C,    String                    
//PidLidSharingRemoteVersion,    //PidLidSharingRemoteVersion,    PSETID_Sharing,    0x00008A5B,    String                    
//PidLidSharingResponseTime,    //PidLidSharingResponseTime,    PSETID_Sharing,    0x00008A28,    SystemTime                    
//PidLidSharingResponseType,    //PidLidSharingResponseType,    PSETID_Sharing,    0x00008A27,    Integer                    
//PidLidSharingRoamLog,    //PidLidSharingRoamLog,    PSETID_Sharing,    0x00008A4E,    Integer                    
//PidLidSharingStart,    //PidLidSharingStart,    PSETID_Sharing,    0x00008A25,    SystemTime                    
//PidLidSharingStatus,    //PidLidSharingStatus,    PSETID_Sharing,    0x00008A00,    Integer                    
//PidLidSharingStop,    //PidLidSharingStop,    PSETID_Sharing,    0x00008A26,    SystemTime                    
//PidLidSharingSyncFlags,    //PidLidSharingSyncFlags,    PSETID_Sharing,    0x00008A60,    Integer                    
//PidLidSharingSyncInterval,    //PidLidSharingSyncInterval,    PSETID_Sharing,    0x00008A2A,    Integer                    
//PidLidSharingTimeToLive,    //PidLidSharingTimeToLive,    PSETID_Sharing,    0x00008A2C,    Integer                    
//PidLidSharingTimeToLiveAuto,    //PidLidSharingTimeToLiveAuto,    PSETID_Sharing,    0x00008A56,    Integer                    
//PidLidSharingWorkingHoursDays,    //PidLidSharingWorkingHoursDays,    PSETID_Sharing,    0x00008A42,    Integer                    
//PidLidSharingWorkingHoursEnd,    //PidLidSharingWorkingHoursEnd,    PSETID_Sharing,    0x00008A41,    SystemTime                    
//PidLidSharingWorkingHoursStart,    //PidLidSharingWorkingHoursStart,    PSETID_Sharing,    0x00008A40,    SystemTime                    
//PidLidSharingWorkingHoursTimeZone,    //PidLidSharingWorkingHoursTimeZone,    PSETID_Sharing,    0x00008A43,    Binary

                    
PidLidSideEffects,							PidLidSideEffects,						PSETID_Common,								0x00008510,    Integer                    
PidLidSingleInvite,							PidLidSingleInvite,						PSETID_Meeting,    							0x0000000B,    Boolean                    
PidLidSmartNoAttach,						PidLidSmartNoAttach,					PSETID_Common,    							0x00008514,    Boolean                    
PidLidSpamOriginalFolder,					PidLidSpamOriginalFolder,				PSETID_Common,    							0x0000859C,    Binary                    
PidLidStartRecurrenceDate,					PidLidStartRecurrenceDate,				PSETID_Meeting,    							0x0000000D,    Integer                    
PidLidStartRecurrenceTime,					PidLidStartRecurrenceTime,				PSETID_Meeting,    							0x0000000E,    Integer                    
PidLidTaskAcceptanceState,					PidLidTaskAcceptanceState,				PSETID_Task,    							0x0000812A,    Integer                    
PidLidTaskAccepted,							PidLidTaskAccepted,						PSETID_Task,   								0x00008108,    Boolean                    
PidLidTaskActualEffort,						PidLidTaskActualEffort,					PSETID_Task,								0x00008110,    Integer                    
PidLidTaskAssigner,							PidLidTaskAssigner,						PSETID_Task,								0x00008121,    String                    
PidLidTaskAssigners,			PidLidTaskAssigners,    PSETID_Task,    0x00008117,    Binary                    
PidLidTaskComplete,				PidLidTaskComplete,    PSETID_Task,    0x0000811C,    Boolean                    
PidLidTaskDateCompleted,		PidLidTaskDateCompleted,    PSETID_Task,    0x0000810F,    SystemTime                    
PidLidTaskDeadOccurrence,		PidLidTaskDeadOccurrence,    PSETID_Task,    0x00008109,    Boolean                    
PidLidTaskDueDate,				PidLidTaskDueDate,    PSETID_Task,    0x00008105,    SystemTime                    
PidLidTaskEstimatedEffort,		 PidLidTaskEstimatedEffort,    PSETID_Task,    0x00008111,    Integer                    
PidLidTaskFCreator,				PidLidTaskFCreator,    PSETID_Task,    0x0000811E,    Boolean                    
PidLidTaskFFixOffline,			PidLidTaskFFixOffline,    PSETID_Task,    0x0000812C,    Boolean                    
PidLidTaskFRecurring,			PidLidTaskFRecurring,    PSETID_Task,    0x00008126,    Boolean                    
PidLidTaskGlobalId,				PidLidTaskGlobalId,    PSETID_Common,    0x00008519,    Binary                    
PidLidTaskHistory,				PidLidTaskHistory,    PSETID_Task,    0x0000811A,    Integer                    
PidLidTaskLastDelegate,			PidLidTaskLastDelegate,    PSETID_Task,    0x00008125,    String                    
PidLidTaskLastUpdate,			PidLidTaskLastUpdate,    PSETID_Task,    0x00008115,    SystemTime                    
PidLidTaskLastUser,				PidLidTaskLastUser,    PSETID_Task,    0x00008122,    String                    
PidLidTaskMode,					PidLidTaskMode,    PSETID_Common,    0x00008518,    Integer                    
PidLidTaskMultipleRecipients,   PidLidTaskMultipleRecipients,    PSETID_Task,    0x00008120,    Integer                    
PidLidTaskNoCompute,			PidLidTaskNoCompute,    PSETID_Task,    0x00008124,    Boolean                    
PidLidTaskOrdinal,				PidLidTaskOrdinal,    PSETID_Task,    0x00008123,    Integer                    
PidLidTaskOwner,				PidLidTaskOwner,    PSETID_Task,    0x0000811F,    String                    
PidLidTaskOwnership,			PidLidTaskOwnership,    PSETID_Task,    0x00008129,    Integer                    
PidLidTaskRecurrence,			PidLidTaskRecurrence,    PSETID_Task,    0x00008116,    Binary                    
PidLidTaskResetReminder,		PidLidTaskResetReminder,    PSETID_Task,    0x00008107,    Boolean                    
PidLidTaskRole,					PidLidTaskRole,    PSETID_Task,    0x00008127,    String                    
PidLidTaskStartDate,			PidLidTaskStartDate,    PSETID_Task,    0x00008104,    SystemTime                    
PidLidTaskState,				PidLidTaskState,    PSETID_Task,    0x00008113,    Integer                    
PidLidTaskStatus,    PidLidTaskStatus,    PSETID_Task,    0x00008101,    Integer                    
PidLidTaskStatusOnComplete,    PidLidTaskStatusOnComplete,    PSETID_Task,    0x00008119,    Boolean                    
PidLidTaskUpdates,    PidLidTaskUpdates,    PSETID_Task,    0x0000811B,    Boolean                    
PidLidTaskVersion,    PidLidTaskVersion,    PSETID_Task,    0x00008112,    Integer                    
PidLidTeamTask,    PidLidTeamTask,    PSETID_Task,    0x00008103,    Boolean                    
PidLidTimeZone,					PidLidTimeZone,    PSETID_Meeting,    0x0000000C,    Integer                    
PidLidTimeZoneDescription,		PidLidTimeZoneDescription,    PSETID_Appointment,    0x00008234,    String                    
PidLidTimeZoneStruct,    PidLidTimeZoneStruct,    PSETID_Appointment,    0x00008233,    Binary              

      
PidLidToAttendeesString,						PidLidToAttendeesString,					PSETID_Appointment,						0x0000823B,								String                    
PidLidToDoOrdinalDate,							PidLidToDoOrdinalDate,						PSETID_Common,							0x000085A0,								SystemTime                    
PidLidToDoSubOrdinal,							PidLidToDoSubOrdinal,						PSETID_Common,							0x000085A1,								String                    
PidLidToDoTitle,								PidLidToDoTitle,							PSETID_Common,							0x000085A4,								String                    
PidLidUseTnef,									PidLidUseTnef,								PSETID_Common,							0x00008582,								Boolean                    
PidLidValidFlagStringProof,						PidLidValidFlagStringProof,					PSETID_Common,							0x000085BF,								SystemTime                    
PidLidVerbResponse,								PidLidVerbResponse,							PSETID_Common,							0x00008524,								String                    
PidLidVerbStream,								PidLidVerbStream,							PSETID_Common,							0x00008520,								Binary                    
PidLidWeekInterval,								PidLidWeekInterval,							PSETID_Meeting,							0x00000012,								Short                    
PidLidWhere,									PidLidWhere,								PSETID_Meeting,							0x00000002,								String                    
PidLidWorkAddress,								PidLidWorkAddress,							PSETID_Address,							0x0000801B,								String                    
PidLidWorkAddressCity,							PidLidWorkAddressCity,						PSETID_Address,							0x00008046,								String                    
PidLidWorkAddressCountry,						PidLidWorkAddressCountry,					PSETID_Address,							0x00008049,								String                    
PidLidWorkAddressCountryCode,					PidLidWorkAddressCountryCode,				PSETID_Address,							0x000080DB,								String                    
PidLidWorkAddressPostalCode,					PidLidWorkAddressPostalCode,				PSETID_Address,							0x00008048,								String                    
PidLidWorkAddressPostOfficeBox,					PidLidWorkAddressPostOfficeBox,				PSETID_Address,							0x0000804A,								String                    
PidLidWorkAddressState,							PidLidWorkAddressState,						PSETID_Address,							0x00008047,								String                    
PidLidWorkAddressStreet,						PidLidWorkAddressStreet,					PSETID_Address,							0x00008045,								String                    
PidLidYearInterval,								PidLidYearInterval,							PSETID_Meeting,							0x00000014,								Short                    
PidLidYomiCompanyName,							PidLidYomiCompanyName,						PSETID_Address,							0x0000802E,								String                    
PidLidYomiFirstName,							PidLidYomiFirstName,						PSETID_Address,							0x0000802C,								String                    
//PidLidYomiLastName,							PidLidYomiLastName,							PSETID_Address,							0x0000802D,								String                    
//PidLidInfoPathFormName,						PidLidInfoPathFormName,						PSETID_Common,							0x000085B1,								String 
PidNameAcceptLanguage,							PidNameAcceptLanguage,						PS_INTERNET_HEADERS,					Accept-Language,						String  
                  
PidNameApplicationName,							PidNameApplicationName,						PS_PUBLIC_STRINGS,						AppName,								String                    
PidNameApproved,								PidNameApproved,							PS_INTERNET_HEADERS,					Approved,								String        
PidNameAttachmentMacContentType,				PidNameAttachmentMacContentType,			96357f7f-59e1-47d0-99a7-46515c183b54,	AttachmentMacContentType,				String 
PidNameAttachmentMacInfo,						PidNameAttachmentMacInfo,					96357f7f-59e1-47d0-99a7-46515c183b54,	AttachmentMacInfo,						Binary                    
PidNameAudioNotes,								PidNameAudioNotes,							PSETID_UnifiedMessaging,				UMAudioNotes,							String                    
PidNameAuthor,									PidNameAuthor,								PS_PUBLIC_STRINGS,						Author,									String                    
PidNameBcc,										PidNameBcc,									PS_INTERNET_HEADERS,					Bcc,									String                    
PidNameByteCount,								PidNameByteCount,							PS_PUBLIC_STRINGS,						ByteCount,								Integer                    
PidNameCalendarAttendeeRole,					PidNameCalendarAttendeeRole,				PS_PUBLIC_STRINGS,    					urn:schemas:calendar:attendeerole,    	Integer                        
PidNameCalendarBusystatus,						PidNameCalendarBusystatus,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:busystatus,		String                    
PidNameCalendarContact,							PidNameCalendarContact,						PS_PUBLIC_STRINGS,						urn:schemas:calendar:contact,			String                    
PidNameCalendarContactUrl,						PidNameCalendarContactUrl,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:contacturl,		String                    
PidNameCalendarCreated,							PidNameCalendarCreated,						PS_PUBLIC_STRINGS,						urn:schemas:calendar:created,			SystemTime                    
PidNameCalendarDescriptionUrl,					PidNameCalendarDescriptionUrl,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:descriptionurl,    String                    
PidNameCalendarDuration,						PidNameCalendarDuration,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:duration,			Integer                    
PidNameCalendarExceptionDate,					PidNameCalendarExceptionDate,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:exdate,			SystemTimeArray                    
PidNameCalendarExceptionRule,					PidNameCalendarExceptionRule,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:exrule,			StringArray                    
PidNameCalendarGeoLatitude,						PidNameCalendarGeoLatitude,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:geolatitude,		Float                        
PidNameCalendarGeoLongitude,					PidNameCalendarGeoLongitude,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:geolongitude,		Float                        
PidNameCalendarInstanceType,					PidNameCalendarInstanceType,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:instancetype,		Integer                    
PidNameCalendarIsOrganizer,						PidNameCalendarIsOrganizer,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:isorganizer,		Boolean                    
PidNameCalendarLastModified,					PidNameCalendarLastModified,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:lastmodified,		SystemTime                    
PidNameCalendarLocationUrl,						PidNameCalendarLocationUrl,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:locationurl,		String                    
PidNameCalendarMeetingStatus,					PidNameCalendarMeetingStatus,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:meetingstatus,		String                    
PidNameCalendarMethod,							PidNameCalendarMethod,						PS_PUBLIC_STRINGS,						urn:schemas:calendar:method,			String                    
PidNameCalendarProductId,						PidNameCalendarProductId,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:prodid,			String                    
PidNameCalendarRecurrenceIdRange,				PidNameCalendarRecurrenceIdRange,			PS_PUBLIC_STRINGS,						urn:schemas:calendar:recurrenceidrange,    String                    
PidNameCalendarReminderOffset,					PidNameCalendarReminderOffset,				PS_PUBLIC_STRINGS,						urn:schemas:calendar:reminderoffset,									Integer                    
PidNameCalendarResources,						PidNameCalendarResources,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:resources,											String                    
PidNameCalendarRsvp,							PidNameCalendarRsvp,						PS_PUBLIC_STRINGS,						urn:schemas:calendar:rsvp,												Boolean                    
PidNameCalendarSequence,						PidNameCalendarSequence,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:sequence,											Integer                    
PidNameCalendarTimeZone,						PidNameCalendarTimeZone,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:timezone,											String                    
PidNameCalendarTimeZoneId,						PidNameCalendarTimeZoneId,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:timezoneid,										Integer                    
PidNameCalendarTransparent,						PidNameCalendarTransparent,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:transparent,    									String                    
PidNameCalendarUid,								PidNameCalendarUid,							PS_PUBLIC_STRINGS,						urn:schemas:calendar:uid,												String                    
PidNameCalendarVersion,							PidNameCalendarVersion,						PS_PUBLIC_STRINGS,						urn:schemas:calendar:version,    										String                    
PidNameCategory,								PidNameCategory,							PS_PUBLIC_STRINGS,						Category,   															String                    
PidNameCc,										PidNameCc,									PS_INTERNET_HEADERS,					Cc,																		String                    
PidNameCharacterCount,							PidNameCharacterCount,						PS_PUBLIC_STRINGS,						CharCount,																Integer                    
PidNameComments,								PidNameComments,							PS_PUBLIC_STRINGS,						Comments,																String                    
PidNameCompany,									PidNameCompany,								PS_PUBLIC_STRINGS,						Company,																String                    
PidNameContactsAlternateRecipient,				PidNameContactsAlternateRecipient,			PS_PUBLIC_STRINGS,						urn:schemas:contacts:alternaterecipient,								String                    
PidNameContactsCountry,   						PidNameContactsCountry,						PS_PUBLIC_STRINGS,						urn:schemas:contacts:c,   												String                    
PidNameContactsEmail1,    						PidNameContactsEmail1,						PS_PUBLIC_STRINGS,						urn:schemas:contacts:email1,    										String                    
PidNameContactsEmail2,    						PidNameContactsEmail2,						PS_PUBLIC_STRINGS,						urn:schemas:contacts:email2,											String                    
PidNameContactsEmail3,   						PidNameContactsEmail3,						PS_PUBLIC_STRINGS,						urn:schemas:contacts:email3,											String                    
PidNameContactsFileAs,    						PidNameContactsFileAs,						PS_PUBLIC_STRINGS,						urn:schemas:contacts:fileas,											String                    
PidNameContactsFileasId,						PidNameContactsFileasId,					PS_PUBLIC_STRINGS,						urn:schemas:contacts:fileasid,											Integer                    
PidNameContactsHomeLatitude,					PidNameContactsHomeLatitude,				PS_PUBLIC_STRINGS,						urn:schemas:contacts:homelatitude,										Float                        
